SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532658,EON ELECT   ,B ,Q,38.00,39.00,37.65,38.45,38.20,38.20,19,802,30570.00,
532659,IDFC        ,A ,Q,46.00,47.15,45.50,45.95,46.15,46.60,2403,154936,7156260.00,
532660,VIVIMED LABS,B ,Q,25.35,26.10,25.10,25.75,25.65,25.20,105,12756,324377.00,
532661,RANE MADRAS ,B ,Q,348.00,349.95,345.65,347.15,346.60,350.20,32,393,136657.00,
532662,HT MEDIA    ,T ,Q,40.15,41.45,40.00,40.05,40.00,40.15,38,8169,327942.00,
532663,SASKEN      ,B ,Q,641.00,653.00,641.00,645.10,645.00,645.70,567,7213,4670809.00,
532666,FCS SOFTWARE,B ,Q,0.21,0.22,0.21,0.21,0.21,0.21,44,301514,63733.00,
532667,SUZLONENERGY,A ,Q,6.75,6.83,6.53,6.70,6.70,6.70,137575,2817739,18815925.00,
532668,AURIONPRO SO,B ,Q,147.00,149.00,143.20,147.60,147.60,146.85,299,77498,11360617.00,
532670,RENUKA SUGAR,B ,Q,11.58,11.60,11.40,11.48,11.48,11.58,101,51658,592748.00,
532673,KM SUGARMILL,B ,Q,9.11,9.15,9.04,9.10,9.10,9.11,9,1200,10932.00,
532678,BOMBAY RAYON,T ,Q,9.22,9.22,9.00,9.10,9.10,9.22,20,31845,293055.00,
532679,SORILINFRA  ,B ,Q,352.20,364.20,350.00,354.95,353.00,352.05,452,8844,3151580.00,
532682,ABG SHIPYARD,Z ,Q,1.60,1.60,1.55,1.55,1.55,1.54,13,2282,3551.00,
532683,AIAENGINEER ,A ,Q,1769.30,1781.25,1750.00,1761.75,1750.05,1792.20,50,114,201754.00,
532684,EVEREST KANT,B ,Q,29.10,29.15,28.25,28.35,28.30,28.95,52,6282,178992.00,
532687,REPRO INDIA ,B ,Q,586.95,598.95,586.95,597.00,598.95,585.15,10,24,14247.00,
532689,PVR LTD     ,A ,Q,1690.00,1729.10,1684.75,1711.95,1711.95,1696.10,2897,71250,122429708.00,
532690,RAMSARUP IND,Z ,Q,0.54,0.54,0.54,0.54,0.54,0.52,1,5,2.00,
532692,RADHA MADHAV,B ,Q,16.90,16.95,16.40,16.60,16.80,16.65,85,25916,432311.00,
532693,PUNJ LLOYD  ,T ,Q,2.05,2.09,1.97,1.98,2.00,2.06,128,128443,257993.00,
532694,BARTRONICSIN,B ,Q,6.51,6.60,6.36,6.50,6.50,6.65,10,1164,7535.00,
532695,CELEBRITYFAS,B ,Q,8.65,8.74,8.50,8.58,8.53,8.76,15,6039,51761.00,
532696,EDUCOMP SOLN,Z ,Q,2.15,2.15,2.11,2.15,2.15,2.13,11,4326,9287.00,
532698,NITINSPINNER,B ,Q,85.50,86.15,85.45,85.50,85.45,85.45,13,420,36032.00,
532699,ROYALORCH   ,B ,Q,124.95,125.45,121.35,123.45,122.90,124.45,40,1561,193667.00,
532700,ENT NETWORK ,B ,Q,529.00,529.00,523.00,525.00,525.00,533.20,42,590,309714.00,
532701,CELLA       ,Z ,Q,5.00,5.25,5.00,5.25,5.25,5.00,4,2037,10674.00,
532702,GUJ PETRONET,A ,Q,181.90,183.50,181.60,183.00,183.10,182.00,207,11677,2131835.00,
532705,JAGRAN PRAK ,A ,Q,118.65,119.95,118.30,119.00,119.95,118.20,264,12406,1477181.00,
532706,INOX LEISURE,A ,Q,320.00,323.55,315.15,317.45,317.45,321.25,737,13336,4251842.00,
532707,DYNEMIC PRO ,B ,Q,118.00,118.00,112.50,114.15,114.80,113.65,25,1795,205462.00,
532708,GVK POWERINF,B ,Q,7.13,7.95,7.13,7.69,7.69,7.37,582,466303,3524139.00,
532710,SADBHAV ENGG,A ,Q,247.00,250.00,239.70,242.00,242.00,246.65,68,2625,648788.00,
532711,SUNIL HITECH,T ,Q,1.13,1.13,1.10,1.11,1.11,1.12,53,50210,55972.00,
532712,REL COM LTD ,A ,Q,2.71,2.74,2.68,2.68,2.68,2.82,2433,15533409,41754892.00,
532713,SAKUMA EXPO ,B ,Q,35.00,35.00,32.25,32.55,32.55,34.50,251,42873,1416953.00,
532714,KEC INTERN  ,A ,Q,288.00,288.60,281.60,283.20,282.15,286.45,310,13027,3704108.00,
532717,INDOTECHTR  ,B ,Q,105.00,109.00,105.00,108.55,108.80,106.10,23,26,2789.00,
532719,BL KASHYAP  ,B ,Q,19.00,19.50,19.00,19.30,19.30,19.25,15,2419,46761.00,
532720,M&M FINANSER,A ,Q,413.95,418.65,409.85,416.50,414.00,411.75,911,55878,23170495.00,
532721,VISA STEEL  ,B ,Q,7.49,7.49,7.07,7.27,7.41,7.40,10,2712,19603.00,
532722,NITCO TILES ,B ,Q,39.00,39.05,38.00,38.05,38.30,39.10,151,16071,617605.00,
532725,SOLAR IND   ,A ,Q,1070.00,1077.45,1060.00,1073.45,1074.75,1082.15,30,221,237429.00,
532726,GALLAN METAL,B ,Q,48.85,48.85,48.80,48.85,48.85,50.10,4,1019,49777.00,
532727,ADHUNIK MET ,T ,Q,2.86,2.86,2.86,2.86,2.86,3.01,6,5646,16147.00,
532728,MALU PAPER  ,B ,Q,25.25,26.00,25.25,26.00,26.00,26.00,4,480,12479.00,
532729,UTTAM SUGAR ,B ,Q,130.60,130.60,128.10,128.60,128.10,131.30,36,2726,351432.00,
532732,KEWAL KIRAN ,B ,Q,1320.00,1327.00,1320.00,1327.00,1327.00,1275.00,4,40,52887.00,
532733,SUN TVNET   ,A ,Q,598.95,606.70,591.00,599.95,599.95,598.60,1364,67395,40382994.00,
532734,GODAWARI POW,B ,Q,238.50,243.00,237.55,238.65,238.65,241.35,340,6629,1585666.00,
532735,RSYSTEMINT  ,B ,Q,47.00,48.70,46.90,47.45,47.30,47.05,57,3093,147225.00,
532737,EMKAY GLOB F,B ,Q,99.35,99.90,99.35,99.90,99.90,100.70,2,2,199.00,
532740,LOKESH MACH ,B ,Q,43.80,45.00,43.55,45.00,45.00,43.95,8,622,27718.00,
532741,KAMDHENU    ,B ,Q,196.50,198.00,192.55,195.55,198.00,196.85,101,4014,783407.00,
532742,PAUSHAK LTD ,X ,Q,2259.95,2259.95,2171.00,2202.10,2219.85,2190.40,34,651,1432077.00,
532744,GTN TEXTILE ,T ,Q,9.12,9.12,9.12,9.12,9.12,9.45,1,100,912.00,
532745,INDICAP     ,X ,Q,42.00,43.50,40.50,42.95,42.95,43.00,13,525,21970.00,
532746,UNITY INFRA ,Z ,Q,0.61,0.61,0.61,0.61,0.61,0.64,3,915,558.00,
532748,PRIME FOCUS ,B ,Q,64.90,64.90,62.10,62.15,62.15,63.55,13,550,34357.00,
532749,ALLCARGO    ,B ,Q,118.40,118.40,114.60,115.15,115.10,114.50,184,12962,1504974.00,
532751,EASUNREYRL  ,B ,Q,9.29,9.29,8.66,8.99,8.68,9.06,20,5066,45544.00,
532754,GMR INFRASTR,A ,Q,18.60,19.35,18.55,18.70,18.70,18.45,1484,2052815,38745691.00,
532755,TECH MAH    ,A ,Q,792.95,795.40,777.20,780.95,780.95,789.00,1594,60254,47422520.00,
532756,MAHINDCIE   ,A ,Q,222.50,223.55,220.50,221.15,222.00,222.05,195,7913,1757542.00,
532757,VOLTAMP TRAN,B ,Q,1140.00,1140.00,1116.00,1119.95,1120.00,1115.75,36,308,347403.00,
532759,ATLANTA     ,B ,Q,19.05,20.65,18.40,19.20,18.40,18.80,74,7993,152178.00,
532760,DEEP INDS   ,B ,Q,139.95,139.95,136.85,137.40,139.00,137.90,247,3335,461411.00,
532761,HOV SERVICES,B ,Q,140.00,145.00,139.00,140.85,140.85,140.55,90,2902,407778.00,
532762,ACTION CONST,B ,Q,103.90,105.15,102.50,102.85,102.95,105.00,783,56273,5811852.00,
532764,GEECEE      ,B ,Q,124.25,124.25,123.30,123.60,123.65,121.05,6,134,16553.00,
532766,RICHA IND   ,XT,Q,1.67,1.67,1.67,1.67,1.67,1.64,4,234,390.00,
532767,GAYATRI PROJ,B ,Q,172.35,174.50,170.15,172.60,170.15,171.05,23,735,126722.00,
532768,FIEM INDS   ,B ,Q,497.30,505.20,497.30,503.75,498.05,501.65,25,173,86878.00,
532771,JHS SVEN    ,B ,Q,26.55,26.55,25.50,25.90,25.90,26.55,53,11715,303325.00,
532772,DCBBANK     ,A ,Q,196.40,200.35,196.25,199.35,199.25,196.80,337,37804,7501154.00,
532773,GLOBAL VECT ,B ,Q,77.45,85.35,77.40,80.25,80.10,78.85,165,13118,1076919.00,
532774,INSPIRISYS  ,B ,Q,53.00,54.75,52.35,54.15,54.10,52.35,20,3028,159287.00,
532775,GTL INFRAST ,T ,Q,1.01,1.01,1.01,1.01,1.01,1.06,35,144754,146201.00,
532776,SHIVAM AUTO ,B ,Q,34.40,35.30,34.05,34.70,34.95,34.40,39,2563,88032.00,
532777,INFO EDGE   ,A ,Q,1929.90,1930.00,1890.60,1907.40,1907.40,1919.45,372,4044,7717720.00,
532779,TORNT POWER ,A ,Q,254.80,256.50,252.00,254.45,252.75,254.90,479,46917,11936336.00,
532780,PARSVNATH   ,B ,Q,5.75,5.75,5.20,5.29,5.25,5.72,104,40242,215391.00,
532782,SUTLEJ TEXT ,B ,Q,40.00,41.50,40.00,41.40,41.50,40.05,5,507,20531.00,
532783,DAAWAT      ,B ,Q,36.80,37.20,36.65,37.15,37.20,36.85,121,35708,1324518.00,
532784,SOBHA       ,A ,Q,494.65,505.00,494.60,501.80,501.80,495.45,224,130735,65669125.00,
532785,RUCHIRA PAP ,B ,Q,107.00,111.60,106.25,109.35,109.25,108.00,68,2042,221163.00,
532787,ESS DEE ALUM,B ,Q,13.30,13.90,13.25,13.45,13.45,13.70,38,3568,47777.00,
532790,TANLA       ,B ,Q,49.30,49.30,46.05,46.05,46.05,48.45,465,136064,6356610.00,
532794,ZEEMEDIA    ,B ,Q,15.25,15.35,14.80,15.05,15.15,15.00,322,140330,2107061.00,
532795,SITINET     ,T ,Q,4.85,4.99,4.58,4.61,4.58,4.82,58,64637,311311.00,
532796,LUMAX TECH  ,B ,Q,134.00,135.90,133.00,135.55,135.55,135.65,52,1837,246630.00,
532797,AUTOIND     ,B ,Q,50.05,50.05,49.65,50.00,50.00,49.65,17,985,49209.00,
532798,NTWK MED INV,A ,Q,35.00,35.40,34.80,35.00,35.00,34.90,144,20918,733016.00,
532799,HUBTOWN     ,B ,Q,32.50,33.10,32.50,33.10,33.10,32.85,17,1732,56743.00,
532800,TV18BRDCST  ,A ,Q,35.40,35.40,34.75,35.25,35.25,35.20,376,154268,5414210.00,
532801,CAMBRIDGE   ,B ,Q,44.95,44.95,43.00,43.00,43.00,43.05,9,545,24002.00,
532804,TECHNOCRAFT ,B ,Q,541.05,543.10,528.00,528.75,528.00,541.85,59,551,294683.00,
532805,REDINGTON   ,A ,Q,96.75,97.25,96.35,96.50,96.35,96.10,72,3825,369697.00,
532807,CINELINE    ,B ,Q,43.40,43.85,43.30,43.75,43.85,43.40,15,2455,106871.00,
532808,PGIL        ,B ,Q,174.95,174.95,166.05,166.50,166.50,167.20,28,620,104991.00,
532809,FSL         ,A ,Q,52.80,54.20,51.80,53.30,53.30,52.15,2819,860064,45985914.00,
532810,POWER FINAN ,A ,Q,120.75,120.90,117.95,119.20,119.20,119.90,982,196772,23411354.00,
532811,AHLUWALIA CO,B ,Q,342.00,347.55,311.30,337.40,335.10,335.50,150,10772,3526041.00,
532812,TRANSWARRANT,B ,Q,4.75,4.75,4.75,4.75,4.75,5.01,1,1000,4750.00,
532813,C & C CONSTR,Z ,Q,10.05,10.08,9.30,9.81,9.81,9.60,41,18563,183658.00,
532814,INDIAN BANK ,A ,Q,272.15,273.40,266.70,270.15,269.45,271.45,712,65327,17628937.00,
532815,SMS PHARMACE,B ,Q,63.15,63.40,62.50,62.95,62.50,63.15,30,2106,132734.00,
532817,ORIENTAL    ,B ,Q,12.25,13.00,12.25,12.55,12.55,12.30,15,1757,21832.00,
532819,MINDTREE LTD,A ,Q,975.00,979.00,971.15,973.85,973.00,968.75,1061,21259,20726819.00,
532820,ELAND       ,T ,Q,7.23,7.23,7.20,7.23,7.23,6.89,53,6900,49856.00,
532822,IDEA        ,A ,Q,16.40,16.50,15.90,16.30,16.30,16.35,2763,2626504,42381196.00,
532826,RAJ TELE    ,Z ,Q,33.90,33.90,33.90,33.90,33.90,32.30,1,3,101.00,
532827,PAGE INDUSTR,A ,Q,23999.00,24049.35,23408.70,23459.20,23462.95,23839.75,629,1077,25385901.00,
532828,AMD INDUS   ,B ,Q,20.15,22.00,20.15,21.10,21.50,21.05,5,640,12937.00,
532829,LAWRESHWAR  ,X ,Q,29.80,29.80,27.15,28.45,28.50,29.45,19,1213,33449.00,
532830,ASTRAL POLY ,A ,Q,1193.05,1203.95,1187.85,1199.00,1200.25,1190.25,83,17581,21078365.00,
532832,INDBUL REAL ,A ,Q,120.90,125.90,116.75,118.75,118.75,119.15,23311,3358242,405540584.00,
532834,CAMLINFINE  ,B ,Q,48.20,48.60,47.65,47.80,47.70,48.70,773,23330,1119172.00,
532835,ICRA        ,B ,Q,3001.10,3020.60,2978.60,3003.15,3003.15,2999.25,45,247,741717.00,
532839,DISH TV     ,A ,Q,38.50,38.50,36.65,37.75,37.75,37.45,2426,1430417,53533753.00,
532841,SAHYA INDU  ,X ,Q,175.40,176.00,173.00,173.80,173.00,174.65,55,4518,788395.00,
532842,SREE RAYALA ,B ,Q,169.55,171.00,169.50,170.05,169.50,171.15,10,200,34069.00,
532843,FORTIS      ,A ,Q,136.00,137.30,136.00,136.50,136.50,135.60,247,34775,4754606.00,
532845,TGBHOTELS   ,B ,Q,11.50,12.54,11.22,11.31,11.31,11.40,251,112000,1347494.00,
532847,HILTON MET  ,T ,Q,18.50,18.95,18.25,18.75,18.95,18.10,6,882,16497.00,
532848,DELTA CORP  ,A ,Q,257.30,261.75,257.05,257.60,257.75,256.95,1129,81333,21069451.00,
532850,MIC ELECTRON,T ,Q,1.03,1.03,1.03,1.03,1.03,1.08,1,3000,3090.00,
532851,INSECTCID   ,B ,Q,638.60,638.75,630.75,631.40,630.75,641.00,49,533,337423.00,
532852,MCD HOLDING ,B ,Q,22.00,24.10,22.00,23.50,23.50,23.00,18,2101,49967.00,
532853,ASAHI SONG  ,B ,Q,158.05,161.00,158.00,159.70,159.70,164.60,12,356,56728.00,
532854,NITIN FIRE  ,B ,Q,1.33,1.33,1.33,1.33,1.33,1.38,1,25,33.00,
532855,HARYA CAPFIN,X ,Q,46.90,47.00,43.30,43.30,43.30,45.50,3,1357,63548.00,
532856,TIME TECHNO ,A ,Q,95.05,96.00,95.05,95.95,96.00,95.25,27,1801,172530.00,
532859,HGSL        ,B ,Q,660.25,661.00,653.10,655.55,655.55,665.65,28,370,243038.00,
532864,NELCAST     ,B ,Q,72.00,72.00,70.70,70.85,71.05,70.55,10,2607,186363.00,
532865,MEGHMANI    ,A ,Q,60.90,61.80,60.60,60.90,60.90,60.70,562,86271,5258739.00,
532867,V2RETAIL    ,B ,Q,276.25,277.05,267.45,273.00,273.20,276.95,150,3300,900905.00,
532868,DLF LIMITED ,A ,Q,180.60,182.25,175.50,177.60,177.60,180.60,13889,2060272,367187302.00,
532869,TARMAT      ,B ,Q,43.95,44.50,42.10,42.10,42.10,44.30,34,301,13003.00,
532871,CELESTIAL   ,B ,Q,5.90,5.95,5.80,5.95,5.95,5.80,5,1336,7797.00,
532872,SUNPHA ADV  ,A ,Q,183.50,186.10,183.50,184.65,185.45,185.60,761,47885,8847645.00,
532873,HOUSING DEV ,A ,Q,27.20,27.55,26.55,26.75,26.75,27.15,615,299229,8084998.00,
532874,SURYACHAKRA ,Z ,Q,0.26,0.26,0.26,0.26,0.26,0.25,4,6695,1740.00,
532880,OMAXE LTD   ,A ,Q,212.70,213.40,211.10,211.40,211.40,211.60,954,101133,21392561.00,
532884,REFEX       ,T ,Q,41.20,44.70,41.20,43.20,43.20,43.00,108,17399,761375.00,
532885,CENTRAL BK  ,A ,Q,34.70,34.70,34.00,34.25,34.25,34.55,138,26276,901279.00,
532886,SEL MANUF   ,B ,Q,1.15,1.24,1.15,1.20,1.20,1.20,4,280,337.00,
532888,ASIAN GRANIT,B ,Q,222.05,222.80,214.05,216.40,216.90,221.60,182,3634,792577.00,
532889,K.P.R. MILL ,A ,Q,565.00,573.75,563.20,569.10,567.00,561.80,76,1597,904986.00,
532890,TAKE SOLUT  ,A ,Q,143.00,143.00,139.50,140.35,140.35,142.40,744,42603,6003038.00,
532891,PURAVANKARA ,B ,Q,76.45,77.20,75.40,76.50,76.10,76.50,214,12789,980142.00,
532892,MOTILALOFS  ,A ,Q,663.75,677.70,660.00,671.15,672.35,667.15,102,1262,839440.00,
532893,VTM LTD     ,X ,Q,27.00,27.00,26.90,26.90,26.90,26.50,9,528,14203.00,
532894,IWIND ENERGY,B ,Q,5.85,5.89,5.66,5.87,5.70,5.62,13,5667,32627.00,
532895,NAGREKA CAP ,B ,Q,13.00,13.50,12.25,13.26,12.50,12.00,9,1082,13966.00,
532898,POWER GRID  ,A ,Q,199.00,199.30,195.55,195.85,195.85,198.10,2018,352989,69211411.00,
532899,KAVERI SEED ,A ,Q,473.25,480.25,462.80,478.30,478.30,472.10,792,30831,14678251.00,
532900,PAISALO     ,B ,Q,338.50,338.50,325.00,325.00,325.00,327.40,30,2277,746795.00,
532906,MAANALU     ,B ,Q,93.00,93.00,88.25,90.30,91.80,92.20,13,898,81564.00,
532907,ILFSENGG    ,Z ,Q,8.53,8.90,8.53,8.56,8.56,8.97,15,12180,106806.00,
532911,PARLE SOFTWR,X ,Q,18.78,18.78,18.78,18.78,18.78,18.42,4,280,5258.00,
532914,ARCOTECH LTD,T ,Q,5.70,5.87,5.50,5.65,5.65,5.66,32,12052,68492.00,
532915,RELIGARE ENT,B ,Q,30.20,31.00,29.90,29.95,29.90,30.40,67,9114,275126.00,
532916,BARAK VALL  ,T ,Q,16.00,17.20,16.00,16.95,17.20,16.40,16,5847,93605.00,
532918,RATHI BARS  ,X ,Q,13.80,14.45,13.68,13.72,13.72,14.16,15,2283,31462.00,
532920,EMPEE DIST  ,Z ,Q,7.19,7.19,6.88,7.18,7.18,7.24,12,678,4714.00,
532921,ADANI PORTS ,A ,Q,381.85,384.00,377.55,379.95,380.10,383.65,1383,488638,185332449.00,
532922,EDELWEISS   ,A ,Q,187.90,189.55,181.85,183.65,183.65,188.00,1354,91300,16997967.00,
532923,RGL         ,B ,Q,305.00,320.00,305.00,320.00,320.00,303.00,4,32,9841.00,
532924,KOLTEPATIL  ,B ,Q,254.80,256.00,252.40,252.80,253.55,251.60,168,2706,689841.00,
532926,JYOTHY LAB  ,A ,Q,188.00,188.00,185.00,185.90,185.90,186.80,160,2776,517667.00,
532927,ECLERX      ,A ,Q,1127.00,1127.00,1120.00,1122.50,1123.00,1126.75,121,793,890914.00,
532928,TRIL        ,B ,Q,12.61,13.34,12.60,12.74,12.60,12.74,19,1977,25646.00,
532929,BRIGADE     ,B ,Q,253.00,253.00,242.70,244.60,244.90,250.35,133,2696,663265.00,
532930,BGR ENERGY  ,B ,Q,61.00,62.80,60.25,62.10,61.65,60.75,205,12171,750547.00,
532931,BURNPUR     ,T ,Q,3.00,3.04,3.00,3.01,3.01,3.02,8,1606,4836.00,
532932,MANAKSIA LTD,B ,Q,37.90,38.80,37.50,38.80,38.80,37.40,4,300,11405.00,
532933,PORWAL AUTO ,X ,Q,30.45,30.45,29.20,29.75,29.75,30.00,33,2632,77508.00,
532934,PPAP        ,B ,Q,303.00,303.00,291.10,294.65,295.35,292.55,16,319,93589.00,
532935,ARIES AGRO  ,B ,Q,88.65,89.00,86.20,87.20,86.20,86.65,35,1651,144746.00,
532937,KUANTUM     ,X ,Q,455.00,456.00,445.80,450.00,450.00,454.35,81,3350,1519642.00,
532939,RPOWER      ,A ,Q,9.95,9.95,9.42,9.65,9.65,9.86,7787,5380732,51745579.00,
532940,J KUMAR INFR,B ,Q,149.85,149.85,146.15,147.05,147.05,149.90,90,2807,414211.00,
532941,CORDS CABLE ,B ,Q,64.25,64.95,64.20,64.35,64.35,64.30,7,401,25876.00,
532942,KNR CONST   ,A ,Q,249.50,252.55,244.00,244.80,244.00,247.40,103,3340,826628.00,
532944,ONMOBILE    ,B ,Q,43.90,43.90,43.55,43.60,43.55,43.95,18,3342,145983.00,
532945,SHRIRAM EPC ,B ,Q,8.40,8.74,8.40,8.50,8.50,8.43,5,503,4324.00,
532946,BANG        ,B ,Q,38.00,38.90,36.50,37.35,37.10,37.65,43,3666,137709.00,
532947,IRB INFRA   ,A ,Q,138.90,139.00,132.85,135.50,135.50,137.85,2208,330987,44752525.00,
532951,GSS INFOTECH,B ,Q,129.05,130.40,126.15,126.50,127.15,131.85,164,10880,1382120.00,
532953,V GUARD IND ,A ,Q,218.40,223.85,218.00,220.05,220.05,220.80,741,56957,12588500.00,
532955,RECLTD      ,A ,Q,151.95,152.50,149.50,151.55,151.55,150.55,1034,211244,31941527.00,
532957,GOKAK TEXTI ,X ,Q,20.55,20.55,20.15,20.15,20.15,19.60,9,730,14989.00,
532959,GAMMON INFRA,B ,Q,0.69,0.74,0.66,0.66,0.66,0.71,129,1190343,833683.00,
532960,IBVENTURES  ,B ,Q,350.00,354.00,342.25,349.05,349.05,345.05,4514,257131,89408784.00,
532961,SITA SHREE  ,T ,Q,0.57,0.57,0.57,0.57,0.57,0.57,1,500,285.00,
532966,TITAGARH WAG,B ,Q,66.75,67.60,66.45,67.10,67.10,67.25,244,23419,1569360.00,
532967,KIRI DYES   ,B ,Q,576.00,599.00,572.00,576.30,576.30,573.60,1933,46953,27480550.00,
532972,SANKHYA INFO,XT,Q,72.80,72.80,69.25,70.10,70.00,71.50,37,3421,241796.00,
532974,ABML        ,B ,Q,54.45,54.55,52.20,52.45,52.35,54.45,155,16996,905308.00,
532975,AISHWARYA TE,Z ,Q,2.20,2.28,2.20,2.28,2.28,2.28,9,4256,9667.00,
532976,JAIBALA IND ,T ,Q,32.50,35.85,32.50,33.00,34.00,34.20,95,31742,1041513.00,
532977,BAJAJ AUTO  ,A ,Q,2940.00,3002.50,2935.35,2986.90,2986.90,2935.10,1749,25090,74618461.00,
532978,BAJAJ FINSE ,A ,Q,7391.00,7580.00,7391.00,7565.15,7556.00,7430.50,1592,11099,83380187.00,
532979,PIRPHYTO    ,T ,Q,36.95,36.95,35.20,35.35,35.35,35.55,17,2731,96844.00,
532980,GOKUL REFOIL,B ,Q,7.88,7.88,7.78,7.78,7.78,7.78,3,1100,8568.00,
532983,RPG LIFESCI ,B ,Q,248.60,252.00,248.00,250.35,250.50,243.45,65,954,238923.00,
532985,KOTAK SENSEX,B ,Q,396.00,396.00,396.00,396.00,396.00,398.00,1,1,396.00,
532986,NIRAJ CEMENT,X ,Q,17.95,17.95,16.35,16.50,16.50,17.40,4,850,14655.00,
532987,RANE BRAKE  ,B ,Q,586.10,590.85,580.00,582.70,580.00,588.90,23,228,133455.00,
532988,RANE ENGVL  ,B ,Q,450.00,464.80,450.00,453.00,453.00,451.05,3,60,27356.00,
532990,METKORE     ,T ,Q,0.94,0.94,0.92,0.92,0.92,0.90,7,4881,4580.00,
532991,MVL LIMITED ,B ,Q,0.21,0.22,0.21,0.22,0.22,0.22,2,10000,2150.00,
532994,ARCHIDPLY IN,B ,Q,39.95,42.00,39.95,40.00,40.00,38.70,5,198,8114.00,
532997,KSK ENERGY  ,B ,Q,1.40,1.41,1.39,1.41,1.41,1.35,152,766294,1077506.00,
532998,LEHIL       ,B ,Q,21.95,21.95,21.95,21.95,21.95,21.95,1,2000,43900.00,
533001,SOMI CONVEY ,B ,Q,29.30,29.50,29.05,29.50,29.50,28.85,7,388,11343.00,
533006,BIRLA COTSYN,XT,Q,0.08,0.08,0.08,0.08,0.08,0.08,15,118656,9492.00,
533007,LGB FORGE   ,T ,Q,4.04,4.04,4.04,4.04,4.04,3.85,1,2500,10100.00,
533008,OCL IRON&ST ,Z ,Q,4.56,4.56,4.56,4.56,4.56,4.35,30,69899,318739.00,
533012,LANDMRK PRO ,B ,Q,3.83,3.83,3.30,3.77,3.77,3.57,5,1569,5212.00,
533014,SICAGEN IND ,B ,Q,23.50,23.90,22.95,23.00,23.00,23.20,17,1650,38268.00,
533015,NUTEK INDIA ,Z ,Q,0.32,0.32,0.32,0.32,0.32,0.31,3,1401,448.00,
533022,20 MICRONS  ,B ,Q,38.10,38.10,37.50,37.55,37.50,38.35,12,621,23508.00,
533023,WABCO       ,A ,Q,6305.00,6360.00,6305.00,6356.15,6360.00,6348.30,161,18336,116351278.00,
533029,ALKALI      ,B ,Q,44.00,44.95,39.35,42.10,42.10,42.65,73,11797,484718.00,
533033,ISGEC       ,B ,Q,548.00,563.90,545.10,554.35,552.05,553.80,337,11979,6603444.00,
533047,INDIAN MET  ,B ,Q,250.00,255.00,247.15,253.40,254.00,252.35,111,3619,917154.00,
533056,VEDAVAAG    ,X ,Q,27.95,29.00,27.95,28.95,29.00,27.95,37,6896,198356.00,
533068,ARROW TEX   ,B ,Q,17.85,18.40,17.45,18.30,18.35,17.85,18,1080,19618.00,
533080,MOLDTKPACK  ,B ,Q,262.30,263.95,255.00,256.95,260.00,260.00,81,2173,566921.00,
533088,MAH HOLIDAY ,A ,Q,236.00,240.95,236.00,238.70,240.95,237.45,31,858,204982.00,
533090,EXCEL       ,B ,Q,1.56,1.56,1.56,1.56,1.56,1.49,13,13000,20280.00,
533095,BENGLA& ASM ,B ,Q,1730.00,1731.05,1700.00,1721.00,1700.00,1730.00,23,75,129435.00,
533096,ADANI POWER ,A ,Q,46.55,50.60,46.55,50.35,50.35,49.05,2192,1549621,76224777.00,
533098,NHPC        ,A ,Q,24.10,24.20,23.95,24.00,24.00,24.10,265,148809,3580121.00,
533101,SURYAMBA SP ,X ,Q,65.50,65.50,65.50,65.50,65.50,65.30,1,3,196.00,
533103,JINDALCOTEX ,T ,Q,3.89,4.28,3.89,4.28,4.28,4.09,4,1449,6006.00,
533104,GLOBUS SPR  ,B ,Q,146.80,154.50,146.60,151.95,151.95,147.40,1125,57421,8752164.00,
533106,OIL INDIA   ,A ,Q,178.80,179.30,176.25,177.05,177.25,178.40,436,24470,4330624.00,
533107,RNAVAL      ,B ,Q,9.70,9.80,8.82,8.92,8.92,9.65,464,253221,2293917.00,
533108,BHILWRA TEC ,X ,Q,9.29,9.29,7.65,7.76,7.65,8.36,32,4423,34814.00,
533110,SH PRECOTED ,X ,Q,0.93,0.93,0.93,0.93,0.93,0.89,5,3594,3342.00,
533121,SQSBFSI     ,B ,Q,488.00,494.45,486.90,489.45,488.20,499.10,19,421,206208.00,
533122,RTNPOWER    ,B ,Q,2.82,2.82,2.75,2.76,2.75,2.76,77,112161,309837.00,
533137,DEN NETWORK ,B ,Q,71.20,71.20,67.85,68.15,67.85,70.15,36,2192,150707.00,
533138,ASTEC LIFE  ,B ,Q,510.50,517.15,506.80,511.00,507.95,508.20,20,314,159835.00,
533144,COX KINGS   ,A ,Q,139.95,139.95,135.00,135.20,135.20,134.50,561,17593,2408605.00,
533146,DLINK IND   ,B ,Q,82.00,82.20,80.00,80.25,80.25,82.00,29,1841,149263.00,
533148,JSW ENERGY  ,A ,Q,72.35,73.00,71.65,72.20,72.30,72.50,246,29180,2104404.00,
533149,ESSAR SECU  ,XT,Q,1.58,1.65,1.51,1.51,1.51,1.58,18,4452,7227.00,
533150,GODREJ PROP ,A ,Q,943.90,949.00,912.00,918.45,918.45,931.40,2537,56534,52332103.00,
533151,D B CORP    ,A ,Q,196.45,196.50,193.25,194.40,195.90,195.35,76,3790,742411.00,
